country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-17,-52,-39,,-61,-49
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-18,-11,21,,-29,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-19,-17,9,,-34,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-20,-2,29,,-37,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-21,-16,0,,-41,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-22,-15,13,,-43,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-23,-12,12,,-53,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-24,-13,6,,-45,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-25,-12,14,,-34,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-26,-16,13,,-31,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-27,-7,27,,-29,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-28,-19,1,,-17,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-29,-10,10,,-8,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-30,-9,10,,-39,1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-01-31,1,14,,-27,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-01,6,19,,-25,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-02,1,18,,-26,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-03,-10,11,,-39,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-04,-14,-9,,-30,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-05,4,10,,-17,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-06,6,5,,-34,0
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-07,0,12,,-32,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-08,-1,18,,-29,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-09,-2,19,,-27,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-10,4,31,,-25,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-11,-5,13,,-30,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-12,2,16,,-19,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-13,9,28,,-32,5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-14,3,23,,-25,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-15,-7,14,,-22,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-16,-4,23,,-24,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-17,-4,20,,-27,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-18,-23,-13,,-16,-28
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-19,-10,-3,,-3,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-20,17,38,,-12,1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-21,-34,-38,,4,-68
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-22,-6,27,,-20,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-23,-8,14,,-18,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-24,7,38,,-15,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-25,-31,-20,,-21,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-26,13,31,,4,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-27,2,9,,-15,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-02-28,6,26,,-14,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-01,-7,11,,-17,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-02,5,22,,-9,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-03,8,27,,-14,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-04,0,4,,-12,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-05,16,15,,-17,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-06,13,13,,-21,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-07,-1,9,,-28,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-08,5,19,,-21,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-09,1,21,,-20,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-10,9,33,,-22,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-11,-4,6,,-20,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-12,-9,-8,,-19,-12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-13,9,15,,-17,5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-14,4,15,,-15,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-15,7,18,,-14,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-16,7,21,,-12,-20
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-17,15,32,,-9,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-18,3,12,,-7,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-19,5,14,,-1,-11
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-20,14,24,,2,5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-21,12,29,,-16,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-22,9,23,,-18,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-23,10,17,,-15,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-24,10,18,,-15,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-25,2,3,,-16,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-26,14,5,,-12,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-27,14,9,,-14,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-28,0,8,,-17,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-29,12,23,,-18,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-30,8,14,,-18,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-03-31,21,33,,-16,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-01,7,5,,-21,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-02,23,14,,-22,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-03,24,25,,-21,5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-04,10,19,,-20,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-05,21,27,,-18,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-06,16,21,,-14,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-07,7,17,,-25,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-08,11,14,,-25,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-09,26,27,,-26,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-10,25,23,,-21,4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-11,23,30,,-15,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-12,20,34,,-20,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-13,18,32,,-16,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-14,43,68,,4,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-15,-27,-41,,12,-68
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-16,33,56,,-16,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-17,-27,-43,,19,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-18,27,24,,26,-36
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-19,4,12,,-15,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-20,24,33,,-10,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-21,18,29,,-12,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-22,12,16,,-12,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-23,30,18,,-8,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-24,37,30,,-13,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-25,16,24,,-12,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-26,18,28,,-17,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-27,14,25,,-11,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-28,28,41,,-9,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-29,26,24,,1,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-04-30,40,26,,13,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-01,52,33,,2,7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-02,20,30,,-8,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-03,29,35,,-8,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-04,21,26,,-11,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-05,32,36,,-6,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-06,23,19,,-4,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-07,41,33,,2,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-08,64,41,,4,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-09,28,27,,-6,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-10,32,30,,-7,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-11,33,32,,-8,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-12,33,35,,-12,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-13,22,20,,-3,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-14,34,20,,-6,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-15,39,28,,-10,5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-16,20,20,,-15,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-17,16,23,,-13,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-18,26,24,,-6,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-19,27,34,,3,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-20,28,22,,24,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-21,40,26,,45,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-22,66,44,,19,2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-23,9,-21,,71,-71
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-24,45,56,,7,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-25,36,40,,-1,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-26,35,41,,-5,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-27,20,21,,-6,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-28,37,26,,2,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-29,54,32,,6,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-30,33,33,,2,-8
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-05-31,41,48,,-5,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-01,27,36,,-8,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-02,41,49,,1,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-03,25,21,,4,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-04,38,25,,5,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-05,50,35,,12,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-06,29,30,,1,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-07,24,33,,-7,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-08,28,30,,-7,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-09,27,32,,-4,-2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-10,21,21,,-1,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-11,34,21,,11,-5
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-12,44,34,,9,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-13,30,35,,3,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-14,33,29,,-5,-1
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-15,29,31,,-3,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-16,24,35,,10,-2
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-17,21,23,,21,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-18,38,40,,17,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-19,65,48,,34,12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-20,41,36,,39,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-21,26,29,,-3,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-22,32,37,,2,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-23,37,40,,23,-4
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-24,40,30,,43,-9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-25,39,25,,39,-6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-26,49,37,,55,12
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-27,34,36,,20,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-28,39,45,,16,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-29,36,41,,18,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-06-30,67,87,,60,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-01,-6,-22,,61,-69
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-02,39,37,,54,-14
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-03,64,36,,105,10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-04,46,42,,45,-22
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-05,37,48,,15,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-06,35,40,,20,-17
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-07,40,39,,22,-15
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-08,24,17,,30,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-09,44,32,,37,-3
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-10,58,38,,60,9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-11,38,36,,39,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-12,32,29,,13,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-13,33,39,,21,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-14,40,42,,28,-13
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-15,27,25,,39,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-16,45,29,,88,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-17,60,29,,72,9
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-18,26,22,,34,-24
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-19,37,43,,12,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-20,41,48,,18,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-21,37,46,,27,-16
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-22,24,21,,42,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-23,36,20,,88,-7
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-24,48,27,,62,6
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-25,41,35,,47,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-26,41,35,,32,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-27,42,38,,34,-19
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-28,44,43,,46,-18
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-29,42,35,,75,-23
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-30,50,26,,121,-10
Canada,Ontario,Stormont,ChIJtSpRbsq20UwRnZuWhLLGCvY,2022-07-31,72,38,,86,7
